Date,Open,High,Low,Close,Adj Close,Volume
12-07-2021,15766.8,15789.2,15644.75,15692.6,15692.6,216300
13-07-2021,15794,15820.8,15744.6,15812.35,15812.35,246700
14-07-2021,15808.7,15877.35,15764.2,15853.95,15853.95,0
15-07-2021,15872.15,15952.35,15855,15924.2,15924.2,284900
16-07-2021,15958.35,15962.25,15882.6,15923.4,15923.4,276300
19-07-2021,15754.5,15836.9,15707.5,15752.4,15752.4,242100
20-07-2021,15703.95,15728.45,15578.55,15632.1,15632.1,274300
22-07-2021,15736.6,15834.8,15726.4,15824.05,15824.05,265300
23-07-2021,15856.8,15899.8,15768.4,15856.05,15856.05,294100
26-07-2021,15849.3,15893.35,15797,15824.45,15824.45,267100
27-07-2021,15860.5,15881.55,15701,15746.45,15746.45,311000
